15	10	128	8	16	12	11584384	33043	967092	19,873	0,999484	0,0425344	19,8305	0,0318088	0,0328713	33136	953971	19,2215	0,967675	0,0426505	19,1788	36,3988
15	10	128	16	8	12	11584384	32906	967092	19,8731	0,999486	0,0423633	19,8307	0,0318111	0,0328738	33136	953971	19,2215	0,967675	0,0426505	19,1788	28,6091
15	10	256	16	16	12	11584384	55565	967092	19,8681	0,999236	0,0736506	19,7944	0,0315605	0,0326148	55816	953971	19,2215	0,967675	0,073967	19,1475	36,3668
15	10	512	32	16	12	11584384	95257	967092	19,86	0,998827	0,12911	19,7309	0,0311514	0,032192	95666	953971	19,2215	0,967675	0,129634	19,0919	36,3761
15	10	1024	32	32	12	11584384	163069	967092	19,8473	0,998187	0,225189	19,6221	0,0305121	0,0315314	163431	953971	19,2215	0,967675	0,22566	18,9958	45,2846
15	10	1024	64	16	12	11584384	162447	967092	19,8474	0,998196	0,224379	19,6231	0,0305213	0,0315408	163431	953971	19,2215	0,967675	0,22566	18,9958	36,2047
15	10	2048	64	32	12	11584384	276184	967092	19,8283	0,997232	0,388011	19,4403	0,0295571	0,0305445	277107	953971	19,2215	0,967675	0,389234	18,8323	47,6185
15	15	32	8	4	12	11584379	8519	10985509	23,3827	0,999727	0,00975089	23,373	0,0023194	0,00232543	8541	10893541	23,3164	0,997407	0,00978098	23,3066	47,4254
15	15	64	8	8	12	11584379	10491	10985509	23,3819	0,999694	0,0127317	23,3692	0,00228692	0,00229287	10548	10893541	23,3164	0,997407	0,0128116	23,3035	48,1499
15	15	64	16	4	12	11584379	10394	10985509	23,382	0,999696	0,0125954	23,3694	0,00228895	0,0022949	10548	10893541	23,3164	0,997407	0,0128116	23,3035	46,9622
15	15	128	8	16	12	11584379	13406	10985509	23,3809	0,999651	0,0172462	23,3637	0,00224346	0,00224929	13441	10893541	23,3164	0,997407	0,0172967	23,2991	56,6029
15	15	128	16	8	12	11584379	13265	10985509	23,381	0,999653	0,0170433	23,364	0,00224621	0,00225204	13441	10893541	23,3164	0,997407	0,0172967	23,2991	49,2969
15	15	256	16	16	12	11584379	17617	10985509	23,3796	0,999595	0,0239404	23,3557	0,00218784	0,00219352	17666	10893541	23,3164	0,997407	0,024013	23,2923	57,279
15	15	512	32	16	12	11584379	24076	10985509	23,3778	0,999519	0,0344227	23,3434	0,00211134	0,00211683	24212	10893541	23,3164	0,997407	0,0346283	23,2817	57,61
15	15	1024	32	32	12	11584379	33797	10985509	23,3755	0,999417	0,0505355	23,3249	0,00200986	0,00201509	33974	10893541	23,3164	0,997407	0,0508112	23,2655	69,7679
15	15	1024	64	16	12	11584379	33612	10985509	23,3755	0,99942	0,0502481	23,3253	0,00201256	0,0020178	33974	10893541	23,3164	0,997407	0,0508112	23,2655	57,5884
15	15	2048	64	32	12	11584379	46351	10985509	23,373	0,999313	0,0720267	23,301	0,00190591	0,00191086	46497	10893541	23,3164	0,997407	0,0722616	23,2441	69,351
